set nodes := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 ;

param start_node := 0 ;

param end_node := 49 ;

param max_capacity := 57.5 ;

param min_capacity := 2.875 ;

param start_capacity := 57.5 ;

param car_efficiency := 0.1513157894736842 ;

param max_charge_time := 0.75 ;

param min_charge_time := 0.25 ;

param charger_power :=
3 23 0.13388833333333333
3 24 0.13277833333333333
3 25 0.13222166666666665
3 26 0.10416666666666667
3 27 0.16583333333333333
3 28 0.2502783333333333
3 29 2.040555
3 30 2.066945
3 31 1.9916666666666667
3 32 1.1408333333333334
3 33 -1
3 34 1.1213883333333332
3 35 -1
3 36 1.1372216666666666
3 37 1.0766666666666667
3 38 -1
3 39 1.1313883333333334
3 40 -1
3 41 -1
3 42 -1
3 43 0.7158333333333334
3 44 -1
3 45 -1
3 46 0.83
3 47 2.016945
3 48 0.7333333333333333
3 49 -1
4 0 0.21777833333333335
4 1 1.1880549999999999
4 2 1.1883333333333332
4 3 0.15388833333333332
4 4 -1
4 5 1.1655550000000001
4 6 1.2561116666666665
4 7 0.3652783333333333
4 8 1.2466666666666666
4 9 1.2816666666666667
4 10 2.2366666666666664
4 11 1.2297216666666666
4 12 1.1952783333333334
4 13 -1
4 14 0.22583333333333336
4 15 0.15666666666666668
4 16 0.1761116666666667
4 17 -1
4 18 1.7422216666666666
4 19 2.0122216666666666
4 20 0.43666666666666665
4 21 0.10583333333333332
4 22 0.2561116666666667
4 23 0.15027833333333335
4 24 0.1675
4 25 0.14861166666666667
4 26 0.16
4 27 0.14138833333333334
4 28 0.22805499999999998
4 29 2.1038883333333334
4 30 2.1302783333333335
4 31 2.055
4 32 1.2041666666666666
4 33 -1
4 34 1.1847216666666667
4 35 -1
4 36 1.200555
4 37 1.1400000000000001
4 38 -1
4 39 1.1947216666666667
4 40 -1
4 41 -1
4 42 -1
4 43 0.7791666666666667
4 44 -1
4 45 -1
4 46 0.8933333333333333
4 47 2.0802783333333332
4 48 0.7966666666666666
4 49 -1
5 0 1.1566666666666667
5 1 0.215
5 2 0.21527833333333335
5 3 1.0922216666666666
5 4 1.1772216666666668
5 5 -1
5 6 0.18416666666666667
5 7 1.03
5 8 0.175
5 9 0.21
5 10 1.1902783333333333
5 11 0.15277833333333335
5 12 0.12361166666666666
5 13 2.0897216666666667
5 14 1.1397216666666667
5 15 1.2125
5 16 1.174445
5 17 -1
5 18 0.6961116666666667
5 19 0.9661116666666667
5 20 1.2972216666666665
5 21 1.1855550000000001
5 22 1.1730550000000002
5 23 1.2125
5 24 1.2236116666666668
5 25 1.210555
5 26 1.1941666666666668
5 27 1.1733333333333333
5 28 1.2772216666666667
5 29 1.0575
5 30 1.0841666666666667
5 31 1.0086116666666667
5 32 0.19749999999999998
5 33 1.8047216666666666
5 34 0.11305499999999999
5 35 -1
5 36 0.22472166666666665
5 37 0.16777833333333333
5 38 -1
5 39 0.123055
5 40 -1
5 41 -1
5 42 -1
5 43 0.6302783333333333
5 44 -1
5 45 -1
5 46 0.5647216666666667
5 47 1.0338883333333333
5 48 0.5288883333333333
5 49 -1
6 0 1.2502783333333334
6 1 0.313055
6 2 0.313055
6 3 1.1858333333333335
6 4 1.2708333333333333
6 5 0.19722166666666666
6 6 -1
6 7 1.1236116666666667
6 8 0.09111166666666667
6 9 0.15055500000000002
6 10 1.1841666666666666
6 11 0.21
6 12 0.16361166666666668
6 13 2.0836116666666666
6 14 1.2333333333333334
6 15 1.3061116666666666
6 16 1.268055
6 17 -1
6 18 0.6897216666666667
6 19 0.9597216666666667
6 20 1.3908333333333334
6 21 1.2791666666666666
6 22 1.2663883333333332
6 23 1.3061116666666666
6 24 1.3172216666666665
6 25 1.3041666666666667
6 26 1.2877783333333332
6 27 1.2666666666666666
6 28 1.3708333333333333
6 29 1.0513883333333334
6 30 1.078055
6 31 1.0025
6 32 0.24361166666666667
6 33 1.7983333333333333
6 34 0.16527833333333333
6 35 -1
6 36 0.32277833333333333
6 37 0.2658333333333333
6 38 -1
6 39 0.19638833333333333
6 40 -1
6 41 -1
6 42 -1
6 43 0.7238883333333334
6 44 -1
6 45 -1
6 46 0.6583333333333333
6 47 1.0277783333333332
6 48 0.6225
6 49 -1
7 0 0.358055
7 1 1.0258333333333334
7 2 1.0258333333333334
7 3 0.2936116666666667
7 4 0.3786116666666667
7 5 1.003055
7 6 1.0936116666666666
7 7 -1
7 8 1.0844449999999999
7 9 1.119445
7 10 2.0741666666666667
7 11 1.0672216666666665
7 12 1.033055
7 13 -1
7 14 0.37083333333333335
7 15 0.41611166666666666
7 16 0.3783333333333333
7 17 -1
7 18 1.5799999999999998
7 19 1.8497216666666667
7 20 0.5361116666666667
7 21 0.41027833333333336
7 22 0.3766666666666667
7 23 0.41388833333333336
7 24 0.4275
7 25 0.411945
7 26 0.395555
7 27 0.4163883333333333
7 28 0.47861166666666666
7 29 1.9413883333333333
7 30 1.9680549999999999
7 31 1.8924999999999998
7 32 1.0416666666666667
7 33 -1
7 34 1.0225
7 35 -1
7 36 1.0383333333333333
7 37 0.9777783333333333
7 38 -1
7 39 1.0325
7 40 -1
7 41 -1
7 42 -1
7 43 0.6166666666666667
7 44 -1
7 45 -1
7 46 0.7311116666666667
7 47 1.9177783333333334
7 48 0.6344449999999999
7 49 -1
8 0 1.2208333333333334
8 1 0.2833333333333333
8 2 0.28361166666666665
8 3 1.1561116666666666
8 4 1.2413883333333333
8 5 0.1675
8 6 0.057778333333333334
8 7 1.0941666666666667
8 8 -1
8 9 0.08722166666666667
8 10 1.154445
8 11 0.180555
8 12 0.13416666666666668
8 13 2.0538883333333335
8 14 1.2038883333333332
8 15 1.2763883333333332
8 16 1.2386116666666667
8 17 -1
8 18 0.6602783333333334
8 19 0.9302783333333333
8 20 1.3613883333333334
8 21 1.2494450000000001
8 22 1.236945
8 23 1.2766666666666666
8 24 1.2877783333333332
8 25 1.2747216666666668
8 26 1.258055
8 27 1.2372216666666667
8 28 1.3413883333333334
8 29 1.0216666666666667
8 30 1.0483333333333333
8 31 0.9727783333333334
8 32 0.21416666666666667
8 33 1.7688883333333334
8 34 0.135555
8 35 -1
8 36 0.293055
8 37 0.23611166666666666
8 38 -1
8 39 0.166945
8 40 -1
8 41 -1
8 42 -1
8 43 0.694445
8 44 -1
8 45 -1
8 46 0.6286116666666667
8 47 0.998055
8 48 0.5927783333333333
8 49 -1
9 0 1.283055
9 1 0.3458333333333333
9 2 0.3458333333333333
9 3 1.2186116666666666
9 4 1.3036116666666666
9 5 0.23
9 6 0.14666666666666667
9 7 1.1563883333333334
9 8 0.11138833333333334
9 9 -1
9 10 1.216945
9 11 0.24277833333333335
9 12 0.19638833333333333
9 13 2.1163883333333335
9 14 1.2661116666666667
9 15 1.3388883333333332
9 16 1.3008333333333333
9 17 -1
9 18 0.7225
9 19 0.9924999999999999
9 20 1.4236116666666667
9 21 1.3119450000000001
9 22 1.2991666666666668
9 23 1.3388883333333332
9 24 1.35
9 25 1.336945
9 26 1.320555
9 27 1.299445
9 28 1.4036116666666667
9 29 1.0841666666666667
9 30 1.1108333333333333
9 31 1.0352783333333333
9 32 0.27638833333333335
9 33 1.8311116666666665
9 34 0.198055
9 35 -1
9 36 0.355555
9 37 0.29861166666666666
9 38 -1
9 39 0.22916666666666666
9 40 -1
9 41 -1
9 42 -1
9 43 0.7566666666666666
9 44 -1
9 45 -1
9 46 0.6911116666666667
9 47 1.060555
9 48 0.6552783333333333
9 49 -1
10 0 2.1483333333333334
10 1 1.2349999999999999
10 2 1.2352783333333333
10 3 2.0838883333333333
10 4 2.1688883333333333
10 5 1.1191666666666669
10 6 1.1136116666666667
10 7 2.0216666666666665
10 8 1.1041666666666667
10 9 1.1391666666666667
10 10 -1
10 11 1.1322216666666667
10 12 1.085555
10 13 1.3944450000000002
10 14 2.131388333333333
10 15 2.2041666666666666
10 16 2.1661116666666667
10 17 2.0341666666666667
10 18 0.4997216666666667
10 19 0.28972166666666666
10 20 2.2888883333333334
10 21 2.1772216666666666
10 22 2.164445
10 23 2.2041666666666666
10 24 2.215278333333333
10 25 2.2022216666666665
10 26 2.1858333333333335
10 27 2.1647216666666664
10 28 2.2688883333333334
10 29 0.14861166666666667
10 30 0.2758333333333333
10 31 0.22527833333333333
10 32 1.1741666666666668
10 33 1.109445
10 34 1.0872216666666668
10 35 -1
10 36 1.2447216666666667
10 37 1.1877783333333334
10 38 -1
10 39 1.1183333333333332
10 40 -1
10 41 -1
10 42 -1
10 43 1.621945
10 44 -1
10 45 -1
10 46 1.5563883333333335
10 47 0.2533333333333333
10 48 1.520555
10 49 -1
11 0 1.2233333333333334
11 1 0.2816666666666666
11 2 0.2816666666666666
11 3 1.1586116666666666
11 4 1.2438883333333335
11 5 0.16361166666666668
11 6 0.1925
11 7 1.0966666666666667
11 8 0.18333333333333332
11 9 0.21833333333333332
11 10 1.1988883333333333
11 11 -1
11 12 0.12222166666666667
11 13 2.098055
11 14 1.2061116666666665
11 15 1.2788883333333334
11 16 1.2411116666666666
11 17 -1
11 18 0.704445
11 19 0.974445
11 20 1.3638883333333331
11 21 1.2519449999999999
11 22 1.239445
11 23 1.2788883333333334
11 24 1.2902783333333334
11 25 1.2772216666666667
11 26 1.260555
11 27 1.2397216666666668
11 28 1.3438883333333334
11 29 1.0661116666666668
11 30 1.0925
11 31 1.0172216666666667
11 32 0.21638833333333332
11 33 1.8130549999999999
11 34 0.08
11 35 -1
11 36 0.2913883333333333
11 37 0.23444500000000001
11 38 -1
11 39 0.12027833333333333
11 40 -1
11 41 -1
11 42 -1
11 43 0.6969449999999999
11 44 -1
11 45 -1
11 46 0.6311116666666667
11 47 1.0425
11 48 0.5952783333333334
11 49 -1
12 0 1.15
12 1 0.20833333333333334
12 2 0.20833333333333334
12 3 1.0852783333333333
12 4 1.170555
12 5 0.0925
12 6 0.13138833333333333
12 7 1.0233333333333332
12 8 0.12222166666666667
12 9 0.15722166666666665
12 10 1.1377783333333333
12 11 0.095555
12 12 -1
12 13 2.0369450000000002
12 14 1.133055
12 15 1.2058333333333333
12 16 1.1677783333333334
12 17 -1
12 18 0.6433333333333333
12 19 0.9133333333333333
12 20 1.2905550000000001
12 21 1.1786116666666666
12 22 1.1661116666666667
12 23 1.2058333333333333
12 24 1.216945
12 25 1.2038883333333332
12 26 1.1872216666666666
12 27 1.1663883333333334
12 28 1.270555
12 29 1.005
12 30 1.0313883333333334
12 31 0.9561116666666667
12 32 0.19611166666666666
12 33 1.7519449999999999
12 34 0.050555
12 35 -1
12 36 0.218055
12 37 0.16111166666666668
12 38 -1
12 39 0.09166666666666666
12 40 -1
12 41 -1
12 42 -1
12 43 0.6236116666666667
12 44 -1
12 45 -1
12 46 0.5577783333333334
12 47 0.9813883333333333
12 48 0.521945
12 49 -1
13 0 -1
13 1 2.2150000000000003
13 2 2.2150000000000003
13 3 -1
13 4 -1
13 5 2.0991666666666666
13 6 2.0933333333333333
13 7 -1
13 8 2.0841666666666665
13 9 2.1191666666666666
13 10 1.4508333333333332
13 11 2.111945
13 12 2.0655550000000003
13 13 -1
13 14 -1
13 15 -1
13 16 -1
13 17 1.3397216666666667
13 18 1.479445
13 19 1.3575000000000002
13 20 -1
13 21 -1
13 22 -1
13 23 -1
13 24 -1
13 25 -1
13 26 -1
13 27 -1
13 28 -1
13 29 1.3613883333333334
13 30 1.2747216666666668
13 31 1.3327783333333334
13 32 2.1538883333333336
13 33 0.5341666666666666
13 34 2.0672216666666667
13 35 2.0977783333333333
13 36 2.224721666666667
13 37 2.167778333333333
13 38 1.8194450000000002
13 39 2.0983333333333336
13 40 2.0872216666666668
13 41 2.1688883333333333
13 42 2.0047216666666667
13 43 -1
13 44 2.0275000000000003
13 45 1.9680549999999999
13 46 -1
13 47 1.2938883333333335
13 48 -1
13 49 2.1191666666666666
14 0 0.2175
14 1 1.1497216666666668
14 2 1.1497216666666668
14 3 0.17972166666666667
14 4 0.21861166666666668
14 5 1.1269449999999999
14 6 1.2175
14 7 0.35694499999999996
14 8 1.2083333333333333
14 9 1.2433333333333332
14 10 2.1980549999999996
14 11 1.1911116666666668
14 12 1.1569450000000001
14 13 -1
14 14 -1
14 15 0.103055
14 16 0.065
14 17 -1
14 18 1.7038883333333332
14 19 1.9738883333333335
14 20 0.35500000000000004
14 21 0.15472166666666667
14 22 0.08916666666666666
14 23 0.12972166666666665
14 24 0.11416666666666667
14 25 0.153055
14 26 0.16472166666666668
14 27 0.10333333333333333
14 28 0.38138833333333333
14 29 2.0652783333333335
14 30 2.091945
14 31 2.0163883333333334
14 32 1.1655550000000001
14 33 -1
14 34 1.1463883333333333
14 35 -1
14 36 1.1622216666666667
14 37 1.1016666666666666
14 38 -1
14 39 1.1563883333333334
14 40 -1
14 41 -1
14 42 -1
14 43 0.7405550000000001
14 44 -1
14 45 -1
14 46 0.855
14 47 2.0416666666666665
14 48 0.7583333333333333
14 49 -1
15 0 0.20944500000000002
15 1 1.2136116666666665
15 2 1.2138883333333332
15 3 0.19749999999999998
15 4 0.18027833333333335
15 5 1.1908333333333334
15 6 1.2816666666666667
15 7 0.374445
15 8 1.2722216666666666
15 9 1.3072216666666667
15 10 2.261945
15 11 1.2552783333333333
15 12 1.2208333333333334
15 13 -1
15 14 0.07638833333333334
15 15 -1
15 16 0.02666666666666667
15 17 -1
15 18 1.7677783333333332
15 19 2.0377783333333332
15 20 0.4313883333333333
15 21 0.11638833333333333
15 22 0.10666666666666667
15 23 0.09527833333333334
15 24 0.07972166666666666
15 25 0.11861166666666666
15 26 0.13
15 27 0.065
15 28 0.343055
15 29 2.129445
15 30 2.1558333333333333
15 31 2.080555
15 32 1.2297216666666666
15 33 -1
15 34 1.2102783333333333
15 35 -1
15 36 1.2261116666666667
15 37 1.1655550000000001
15 38 -1
15 39 1.2202783333333334
15 40 -1
15 41 -1
15 42 -1
15 43 0.8047216666666667
15 44 -1
15 45 -1
15 46 0.9188883333333333
15 47 2.1058333333333334
15 48 0.8222216666666667
15 49 -1
16 0 0.21388833333333332
16 1 1.2019449999999998
16 2 1.2022216666666667
16 3 0.18583333333333335
16 4 0.16666666666666666
16 5 1.179445
16 6 1.27
16 7 0.3627783333333333
16 8 1.260555
16 9 1.295555
16 10 2.250555
16 11 1.2436116666666666
16 12 1.2091666666666667
16 13 -1
16 14 0.06472166666666666
16 15 0.053055
16 16 -1
16 17 -1
16 18 1.7561116666666665
16 19 2.0261116666666665
16 20 0.42
16 21 0.10277833333333333
16 22 0.095
16 23 0.10083333333333333
16 24 0.09083333333333334
16 25 0.12277833333333334
16 26 0.134445
16 27 0.051388333333333334
16 28 0.329445
16 29 2.1177783333333333
16 30 2.1441666666666666
16 31 2.068888333333333
16 32 1.2180549999999999
16 33 -1
16 34 1.1986116666666669
16 35 -1
16 36 1.214445
16 37 1.1538883333333334
16 38 -1
16 39 1.2086116666666666
16 40 -1
16 41 -1
16 42 -1
16 43 0.7930550000000001
16 44 -1
16 45 -1
16 46 0.9072216666666667
16 47 2.0941666666666667
16 48 0.810555
16 49 -1
17 0 -1
17 1 -1
17 2 -1
17 3 -1
17 4 -1
17 5 -1
17 6 -1
17 7 -1
17 8 -1
17 9 -1
17 10 2.0352783333333333
17 11 -1
17 12 -1
17 13 1.3027783333333334
17 14 -1
17 15 -1
17 16 -1
17 17 -1
17 18 2.0638883333333333
17 19 1.941945
17 20 -1
17 21 -1
17 22 -1
17 23 -1
17 24 -1
17 25 -1
17 26 -1
17 27 -1
17 28 -1
17 29 1.9458333333333333
17 30 1.8591666666666666
17 31 1.916945
17 32 -1
17 33 1.2588883333333334
17 34 -1
17 35 1.6816666666666669
17 36 -1
17 37 -1
17 38 1.4033333333333333
17 39 -1
17 40 1.6711116666666668
17 41 1.7527783333333333
17 42 1.5886116666666665
17 43 -1
17 44 1.6113883333333334
17 45 1.4211116666666668
17 46 -1
17 47 1.8783333333333334
17 48 -1
17 49 1.703055
18 0 1.710555
18 1 0.7975
18 2 0.7975
18 3 1.6461116666666666
18 4 1.7311116666666666
18 5 0.6813883333333333
18 6 0.6758333333333333
18 7 1.5838883333333333
18 8 0.6663883333333334
18 9 0.7013883333333334
18 10 0.565555
18 11 0.694445
18 12 0.6480549999999999
18 13 1.465
18 14 1.6936116666666665
18 15 1.7663883333333332
18 16 1.7283333333333333
18 17 2.104721666666667
18 18 -1
18 19 0.34111166666666665
18 20 1.8511116666666667
18 21 1.739445
18 22 1.726945
18 23 1.7663883333333332
18 24 1.7775
18 25 1.7647216666666667
18 26 1.7480550000000001
18 27 1.7272216666666667
18 28 1.8313883333333334
18 29 0.4327783333333333
18 30 0.459445
18 31 0.38388833333333333
18 32 0.7363883333333334
18 33 1.18
18 34 0.649445
18 35 -1
18 36 0.8072216666666667
18 37 0.75
18 38 -1
18 39 0.6808333333333334
18 40 -1
18 41 -1
18 42 -1
18 43 1.1841666666666666
18 44 -1
18 45 -1
18 46 1.1186116666666666
18 47 0.4091666666666667
18 48 1.0827783333333334
18 49 -1
19 0 2.0152783333333333
19 1 1.101945
19 2 1.1022216666666667
19 3 1.9508333333333332
19 4 2.0358333333333336
19 5 0.9861116666666666
19 6 0.9805550000000001
19 7 1.8886116666666666
19 8 0.9711116666666667
19 9 1.0061116666666667
19 10 0.3108333333333333
19 11 0.9991666666666668
19 12 0.9525
19 13 1.3433333333333333
19 14 1.9983333333333335
19 15 2.0711116666666665
19 16 2.033055
19 17 1.983055
19 18 0.36666666666666664
19 19 -1
19 20 2.1558333333333333
19 21 2.044166666666667
19 22 2.0313883333333336
19 23 2.0711116666666665
19 24 2.082221666666667
19 25 2.069166666666667
19 26 2.0527783333333334
19 27 2.0316666666666667
19 28 2.1358333333333333
19 29 0.23333333333333334
19 30 0.24027833333333334
19 31 0.12472166666666666
19 32 1.0411116666666667
19 33 1.0583333333333333
19 34 0.9541666666666667
19 35 -1
19 36 1.1116666666666668
19 37 1.0547216666666666
19 38 2.462778333333333
19 39 0.9852783333333334
19 40 -1
19 41 -1
19 42 -1
19 43 1.4888883333333331
19 44 -1
19 45 -1
19 46 1.4233333333333333
19 47 0.19
19 48 1.3875
19 49 -1
20 0 0.5161116666666666
20 1 1.3088883333333332
20 2 1.3088883333333332
20 3 0.4516666666666667
20 4 0.4363883333333333
20 5 1.2861116666666668
20 6 1.3766666666666665
20 7 0.5602783333333333
20 8 1.3675
20 9 1.4025
20 10 2.3572216666666668
20 11 1.3502783333333332
20 12 1.3161116666666668
20 13 -1
20 14 0.3752783333333333
20 15 0.45527833333333334
20 16 0.440555
20 17 -1
20 18 1.863055
20 19 2.133055
20 20 -1
20 21 0.43111166666666667
20 22 0.46472166666666664
20 23 0.4633333333333333
20 24 0.48972166666666667
20 25 0.46166666666666667
20 26 0.47305499999999995
20 27 0.4188883333333333
20 28 0.535
20 29 2.2244450000000002
20 30 2.2511116666666666
20 31 2.175555
20 32 1.3247216666666666
20 33 -1
20 34 1.3055549999999998
20 35 -1
20 36 1.3213883333333334
20 37 1.2608333333333335
20 38 -1
20 39 1.315555
20 40 -1
20 41 -1
20 42 -1
20 43 0.8997216666666666
20 44 -1
20 45 -1
20 46 1.0141666666666667
20 47 2.2008333333333336
20 48 0.9175
20 49 -1
21 0 0.17583333333333334
21 1 1.1775
21 2 1.1775
21 3 0.17222166666666666
21 4 0.10611166666666666
21 5 1.1547216666666666
21 6 1.2452783333333335
21 7 0.4061116666666667
21 8 1.2361116666666667
21 9 1.2711116666666666
21 10 2.2258333333333336
21 11 1.2188883333333334
21 12 1.1847216666666667
21 13 -1
21 14 0.11972166666666667
21 15 0.050555
21 16 0.07
21 17 -1
21 18 1.7316666666666667
21 19 2.0016666666666665
21 20 0.3975
21 21 -1
21 22 0.15
21 23 0.07388833333333333
21 24 0.09083333333333334
21 25 0.08472166666666667
21 26 0.09638833333333333
21 27 0.03527833333333333
21 28 0.2688883333333333
21 29 2.093055
21 30 2.1197216666666665
21 31 2.044166666666667
21 32 1.1933333333333331
21 33 -1
21 34 1.1741666666666668
21 35 -1
21 36 1.1900000000000002
21 37 1.129445
21 38 -1
21 39 1.1841666666666666
21 40 -1
21 41 -1
21 42 -1
21 43 0.7683333333333333
21 44 -1
21 45 -1
21 46 0.8827783333333333
21 47 2.069445
21 48 0.7861116666666667
21 49 -1
22 0 0.19166666666666668
22 1 1.1688883333333335
22 2 1.1688883333333335
22 3 0.15388833333333332
22 4 0.2647216666666667
22 5 1.1461116666666666
22 6 1.2366666666666668
22 7 0.3297216666666667
22 8 1.2275
22 9 1.2625
22 10 2.2172216666666666
22 11 1.2102783333333333
22 12 1.1761116666666667
22 13 -1
22 14 0.10361166666666667
22 15 0.14916666666666664
22 16 0.11111166666666666
22 17 -1
22 18 1.723055
22 19 1.9930549999999998
22 20 0.42305499999999996
22 21 0.20083333333333334
22 22 -1
22 23 0.1761116666666667
22 24 0.16027833333333333
22 25 0.19916666666666666
22 26 0.21083333333333334
22 27 0.149445
22 28 0.3811116666666667
22 29 2.084445
22 30 2.111111666666667
22 31 2.035555
22 32 1.1847216666666667
22 33 -1
22 34 1.1655550000000001
22 35 -1
22 36 1.1813883333333335
22 37 1.1208333333333333
22 38 -1
22 39 1.175555
22 40 -1
22 41 -1
22 42 -1
22 43 0.7597216666666667
22 44 -1
22 45 -1
22 46 0.8741666666666668
22 47 2.0608333333333335
22 48 0.7775
22 49 -1
23 0 0.154445
23 1 1.215555
23 2 1.2158333333333333
23 3 0.16527833333333333
23 4 0.14250000000000002
23 5 1.193055
23 6 1.2836116666666666
23 7 0.42611166666666667
23 8 1.2741666666666667
23 9 1.3091666666666666
23 10 2.2641666666666667
23 11 1.2572216666666667
23 12 1.2227783333333333
23 13 -1
23 14 0.13972166666666666
23 15 0.07055499999999999
23 16 0.09000000000000001
23 17 -1
23 18 1.7697216666666666
23 19 2.039721666666667
23 20 0.43555499999999997
23 21 0.07388833333333333
23 22 0.16999999999999998
23 23 -1
23 24 0.035555
23 25 0.06361166666666666
23 26 0.075
23 27 0.05527833333333333
23 28 0.305555
23 29 2.131388333333333
23 30 2.1577783333333334
23 31 2.0825
23 32 1.2316666666666667
23 33 -1
23 34 1.2122216666666668
23 35 -1
23 36 1.2280550000000001
23 37 1.1675
23 38 -1
23 39 1.2222216666666665
23 40 -1
23 41 -1
23 42 -1
23 43 0.8066666666666666
23 44 -1
23 45 -1
23 46 0.9208333333333333
23 47 2.1077783333333335
23 48 0.8241666666666667
23 49 -1
24 0 0.15611166666666668
24 1 1.233055
24 2 1.233055
24 3 0.16666666666666666
24 4 0.15861166666666668
24 5 1.2102783333333333
24 6 1.3008333333333333
24 7 0.4277783333333333
24 8 1.2916666666666667
24 9 1.3266666666666667
24 10 2.281388333333333
24 11 1.274445
24 12 1.2402783333333334
24 13 -1
24 14 0.13527833333333333
24 15 0.08666666666666667
24 16 0.10611166666666666
24 17 -1
24 18 1.7872216666666667
